t_over_theta,p_tau0,impulse_tau0,p_tau0.25,impulse_tau0.25,p_tau1,impulse_tau1,p_tau4,impulse_tau4
1.800000000000e-01,1.265261385333e+00,2.564821696442e-01,8.889923309098e-01,1.802083620601e-01,8.889923309098e-01,1.802083620601e-01,8.889923309098e-01,1.802083620601e-01
1.850000000000e-01,1.258950867847e+00,2.627769239834e-01,8.845584631618e-01,1.846311543759e-01,8.845584631618e-01,1.846311543759e-01,8.845584631618e-01,1.846311543759e-01
1.900000000000e-01,1.252671824198e+00,2.690402831044e-01,8.801467094215e-01,1.890318879230e-01,8.801467094215e-01,1.890318879230e-01,8.801467094215e-01,1.890318879230e-01
1.950000000000e-01,1.246424097410e+00,2.752724035915e-01,8.757569593948e-01,1.934106727200e-01,8.757569593948e-01,1.934106727200e-01,8.757569593948e-01,1.934106727200e-01
2.000000000000e-01,1.240207531290e+00,2.814734412479e-01,8.713891033376e-01,1.977676182367e-01,8.713891033376e-01,1.977676182367e-01,8.713891033376e-01,1.977676182367e-01
2.050000000000e-01,1.234021970422e+00,2.876435511000e-01,8.670430320535e-01,2.021028333970e-01,8.670430320535e-01,2.021028333970e-01,8.670430320535e-01,2.021028333970e-01
2.100000000000e-01,1.227867260168e+00,2.937828874009e-01,8.627186368902e-01,2.064164265814e-01,8.627186368902e-01,2.064164265814e-01,8.627186368902e-01,2.064164265814e-01
2.150000000000e-01,1.221743246659e+00,2.998916036342e-01,8.584158097379e-01,2.107085056301e-01,8.584158097379e-01,2.107085056301e-01,8.584158097379e-01,2.107085056301e-01
2.200000000000e-01,1.215649776795e+00,3.059698525181e-01,8.541344430255e-01,2.149791778452e-01,8.541344430255e-01,2.149791778452e-01,8.541344430255e-01,2.149791778452e-01
2.250000000000e-01,1.209586698239e+00,3.120177860093e-01,8.498744297187e-01,2.192285499938e-01,8.498744297187e-01,2.192285499938e-01,8.498744297187e-01,2.192285499938e-01
2.300000000000e-01,1.203553859413e+00,3.180355553064e-01,8.456356633168e-01,2.234567283104e-01,8.456356633168e-01,2.234567283104e-01,8.456356633168e-01,2.234567283104e-01
2.350000000000e-01,1.197551109497e+00,3.240233108539e-01,8.414180378506e-01,2.276638184997e-01,8.414180378506e-01,2.276638184997e-01,8.414180378506e-01,2.276638184997e-01
2.400000000000e-01,1.191578298420e+00,3.299812023460e-01,8.372214478792e-01,2.318499257391e-01,8.372214478792e-01,2.318499257391e-01,8.372214478792e-01,2.318499257391e-01
2.450000000000e-01,1.185635276863e+00,3.359093787303e-01,8.330457884876e-01,2.360151546815e-01,8.330457884876e-01,2.360151546815e-01,8.330457884876e-01,2.360151546815e-01
2.500000000000e-01,1.179721896250e+00,3.418079882116e-01,8.288909552840e-01,2.401596094579e-01,8.288909552840e-01,2.401596094579e-01,8.288909552840e-01,2.401596094579e-01
2.550000000000e-01,1.173838008746e+00,3.476771782553e-01,8.247568443976e-01,2.442833936799e-01,8.247568443976e-01,2.442833936799e-01,8.247568443976e-01,2.442833936799e-01
2.600000000000e-01,1.167983467253e+00,3.535170955915e-01,8.206433524751e-01,2.483866104423e-01,8.206433524751e-01,2.483866104423e-01,8.206433524751e-01,2.483866104423e-01
2.650000000000e-01,1.162158125407e+00,3.593278862186e-01,8.165503766793e-01,2.524693623257e-01,8.165503766793e-01,2.524693623257e-01,8.165503766793e-01,2.524693623257e-01
2.700000000000e-01,1.156361837575e+00,3.651096954065e-01,8.124778146854e-01,2.565317513991e-01,8.124778146854e-01,2.565317513991e-01,8.124778146854e-01,2.565317513991e-01
2.750000000000e-01,1.150594458850e+00,3.708626677007e-01,8.084255646792e-01,2.605738792225e-01,8.084255646792e-01,2.605738792225e-01,8.084255646792e-01,2.605738792225e-01
2.800000000000e-01,1.144855845045e+00,3.765869469259e-01,8.043935253541e-01,2.645958468493e-01,8.043935253541e-01,2.645958468493e-01,8.043935253541e-01,2.645958468493e-01
2.850000000000e-01,1.139145852697e+00,3.822826761894e-01,8.003815959092e-01,2.685977548288e-01,8.003815959092e-01,2.685977548288e-01,8.003815959092e-01,2.685977548288e-01
2.900000000000e-01,1.133464339054e+00,3.879499978847e-01,7.963896760458e-01,2.725797032090e-01,7.963896760458e-01,2.725797032090e-01,7.963896760458e-01,2.725797032090e-01
2.950000000000e-01,1.127811162079e+00,3.935890536951e-01,7.924176659658e-01,2.765417915389e-01,7.924176659658e-01,2.765417915389e-01,7.924176659658e-01,2.765417915389e-01
3.000000000000e-01,1.122186180441e+00,3.991999845973e-01,7.884654663687e-01,2.804841188707e-01,7.884654663687e-01,2.804841188707e-01,7.884654663687e-01,2.804841188707e-01
3.050000000000e-01,1.116589253516e+00,4.047829308649e-01,7.845329784493e-01,2.844067837630e-01,7.845329784493e-01,2.844067837630e-01,7.845329784493e-01,2.844067837630e-01
3.100000000000e-01,1.111020241381e+00,4.103380320718e-01,7.806201038953e-01,2.883098842824e-01,7.806201038953e-01,2.883098842824e-01,7.806201038953e-01,2.883098842824e-01
3.150000000000e-01,1.105479004810e+00,4.158654270958e-01,7.767267448845e-01,2.921935180069e-01,7.767267448845e-01,2.921935180069e-01,7.767267448845e-01,2.921935180069e-01
3.200000000000e-01,1.099965405271e+00,4.213652541222e-01,7.728528040828e-01,2.960577820273e-01,7.728528040828e-01,2.960577820273e-01,7.728528040828e-01,2.960577820273e-01
3.250000000000e-01,1.094479304925e+00,4.268376506468e-01,7.689981846414e-01,2.999027729505e-01,7.689981846414e-01,2.999027729505e-01,7.689981846414e-01,2.999027729505e-01
3.300000000000e-01,1.089020566619e+00,4.322827534799e-01,7.651627901947e-01,3.037285869015e-01,7.651627901947e-01,3.037285869015e-01,7.651627901947e-01,3.037285869015e-01
3.350000000000e-01,1.083589053883e+00,4.377006987493e-01,7.613465248576e-01,3.075353195257e-01,7.613465248576e-01,3.075353195257e-01,7.613465248576e-01,3.075353195257e-01
3.400000000000e-01,1.078184630930e+00,4.430916219040e-01,7.575492932233e-01,3.113230659919e-01,7.575492932233e-01,3.113230659919e-01,7.575492932233e-01,3.113230659919e-01
3.450000000000e-01,1.072807162649e+00,4.484556577172e-01,7.537710003608e-01,3.150919209937e-01,7.537710003608e-01,3.150919209937e-01,7.537710003608e-01,3.150919209937e-01
3.500000000000e-01,1.067456514603e+00,4.537929402902e-01,7.500115518126e-01,3.188419787527e-01,7.500115518126e-01,3.188419787527e-01,7.500115518126e-01,3.188419787527e-01
3.550000000000e-01,1.062132553026e+00,4.591036030554e-01,7.462708535922e-01,3.225733330207e-01,7.462708535922e-01,3.225733330207e-01,7.462708535922e-01,3.225733330207e-01
3.600000000000e-01,1.056835144818e+00,4.643877787795e-01,7.425488121820e-01,3.262860770816e-01,7.425488121820e-01,3.262860770816e-01,7.425488121820e-01,3.262860770816e-01
3.650000000000e-01,1.051564157543e+00,4.696455995672e-01,7.388453345308e-01,3.299803037542e-01,7.388453345308e-01,3.299803037542e-01,7.388453345308e-01,3.299803037542e-01
3.700000000000e-01,1.046319459427e+00,4.748771968643e-01,7.351603280514e-01,3.336561053945e-01,7.351603280514e-01,3.336561053945e-01,7.351603280514e-01,3.336561053945e-01
3.750000000000e-01,1.041100919352e+00,4.800827014611e-01,7.314937006185e-01,3.373135738976e-01,7.314937006185e-01,3.373135738976e-01,7.314937006185e-01,3.373135738976e-01
3.800000000000e-01,1.035908406854e+00,4.852622434953e-01,7.278453605663e-01,3.409528007004e-01,7.278453605663e-01,3.409528007004e-01,7.278453605663e-01,3.409528007004e-01
3.850000000000e-01,1.030741792121e+00,4.904159524559e-01,7.242152166860e-01,3.445738767839e-01,7.242152166860e-01,3.445738767839e-01,7.242152166860e-01,3.445738767839e-01
3.900000000000e-01,1.025600945985e+00,4.955439571859e-01,7.206031782238e-01,3.481768926750e-01,7.206031782238e-01,3.481768926750e-01,7.206031782238e-01,3.481768926750e-01
3.950000000000e-01,1.020485739927e+00,5.006463858855e-01,7.170091548785e-01,3.517619384494e-01,7.170091548785e-01,3.517619384494e-01,7.170091548785e-01,3.517619384494e-01
4.000000000000e-01,1.015396046066e+00,5.057233661158e-01,7.134330567996e-01,3.553291037334e-01,7.134330567996e-01,3.553291037334e-01,7.134330567996e-01,3.553291037334e-01
4.050000000000e-01,1.010331737158e+00,5.107750248016e-01,7.098747945841e-01,3.588784777063e-01,7.098747945841e-01,3.588784777063e-01,7.098747945841e-01,3.588784777063e-01
4.100000000000e-01,1.005292686597e+00,5.158014882346e-01,7.063342792756e-01,3.624101491027e-01,7.063342792756e-01,3.624101491027e-01,7.063342792756e-01,3.624101491027e-01
4.150000000000e-01,1.000278768405e+00,5.208028820766e-01,7.028114223608e-01,3.659242062145e-01,7.028114223608e-01,3.659242062145e-01,7.028114223608e-01,3.659242062145e-01
4.200000000000e-01,9.952898572346e-01,5.257793313628e-01,6.993061357681e-01,3.694207368933e-01,6.993061357681e-01,3.694207368933e-01,6.993061357681e-01,3.694207368933e-01
4.250000000000e-01,9.903258283624e-01,5.307309605046e-01,6.958183318653e-01,3.728998285526e-01,6.958183318653e-01,3.728998285526e-01,6.958183318653e-01,3.728998285526e-01
4.300000000000e-01,9.853865576874e-01,5.356578932931e-01,6.923479234570e-01,3.763615681699e-01,6.923479234570e-01,3.763615681699e-01,6.923479234570e-01,3.763615681699e-01
4.350000000000e-01,9.804719217277e-01,5.405602529017e-01,6.888948237828e-01,3.798060422888e-01,6.888948237828e-01,3.798060422888e-01,6.888948237828e-01,3.798060422888e-01
4.400000000000e-01,9.755817976171e-01,5.454381618898e-01,6.854589465152e-01,3.832333370214e-01,6.854589465152e-01,3.832333370214e-01,6.854589465152e-01,3.832333370214e-01
4.450000000000e-01,9.707160631022e-01,5.502917422053e-01,6.820402057569e-01,3.866435380502e-01,6.820402057569e-01,3.866435380502e-01,6.820402057569e-01,3.866435380502e-01
4.500000000000e-01,9.658745965395e-01,5.551211151880e-01,6.786385160392e-01,3.900367306304e-01,6.786385160392e-01,3.900367306304e-01,6.786385160392e-01,3.900367306304e-01
4.550000000000e-01,9.610572768920e-01,5.599264015724e-01,6.752537923198e-01,3.934129995920e-01,6.752537923198e-01,3.934129995920e-01,6.752537923198e-01,3.934129995920e-01
4.600000000000e-01,9.562639837265e-01,5.647077214911e-01,6.718859499804e-01,3.967724293419e-01,6.718859499804e-01,3.967724293419e-01,6.718859499804e-01,3.967724293419e-01
4.650000000000e-01,9.514945972103e-01,5.694651944771e-01,6.685349048247e-01,4.001151038660e-01,6.685349048247e-01,4.001151038660e-01,6.685349048247e-01,4.001151038660e-01
4.700000000000e-01,9.467489981087e-01,5.741989394677e-01,6.652005730765e-01,4.034411067314e-01,6.652005730765e-01,4.034411067314e-01,6.652005730765e-01,4.034411067314e-01
4.750000000000e-01,9.420270677813e-01,5.789090748066e-01,6.618828713773e-01,4.067505210883e-01,6.618828713773e-01,4.067505210883e-01,6.618828713773e-01,4.067505210883e-01
4.800000000000e-01,9.373286881797e-01,5.835957182475e-01,6.585817167843e-01,4.100434296722e-01,6.585817167843e-01,4.100434296722e-01,6.585817167843e-01,4.100434296722e-01
4.850000000000e-01,9.326537418441e-01,5.882589869567e-01,6.552970267685e-01,4.133199148061e-01,6.552970267685e-01,4.133199148061e-01,6.552970267685e-01,4.133199148061e-01
4.900000000000e-01,9.280021119007e-01,5.928989975162e-01,6.520287192125e-01,4.165800584021e-01,6.520287192125e-01,4.165800584021e-01,6.520287192125e-01,4.165800584021e-01
4.950000000000e-01,9.233736820583e-01,5.975158659265e-01,6.487767124085e-01,4.198239419642e-01,6.487767124085e-01,4.198239419642e-01,6.487767124085e-01,4.198239419642e-01
5.000000000000e-01,9.187683366061e-01,6.021097076095e-01,9.620522611724e-01,4.246342032700e-01,6.455409250560e-01,4.230516465894e-01,6.455409250560e-01,4.230516465894e-01
5.050000000000e-01,9.141859604102e-01,6.066806374116e-01,9.572540055021e-01,4.294204732975e-01,6.423212762603e-01,4.262632529707e-01,6.423212762603e-01,4.262632529707e-01
5.100000000000e-01,9.096264389109e-01,6.112287696061e-01,9.524796812317e-01,4.341828717037e-01,6.391176855300e-01,4.294588413984e-01,6.391176855300e-01,4.294588413984e-01
5.150000000000e-01,9.050896581199e-01,6.157542178967e-01,9.477291690030e-01,4.389215175487e-01,6.359300727751e-01,4.326384917623e-01,6.359300727751e-01,4.326384917623e-01
5.200000000000e-01,9.005755046176e-01,6.202570954198e-01,9.430023500529e-01,4.436365292990e-01,6.327583583051e-01,4.358022835538e-01,6.327583583051e-01,4.358022835538e-01
5.250000000000e-01,8.960838655497e-01,6.247375147476e-01,9.382991062107e-01,4.483280248300e-01,6.296024628271e-01,4.389502958679e-01,6.296024628271e-01,4.389502958679e-01
5.300000000000e-01,8.916146286252e-01,6.291955878907e-01,9.336193198950e-01,4.529961214295e-01,6.264623074434e-01,4.420826074051e-01,6.264623074434e-01,4.420826074051e-01
5.350000000000e-01,8.871676821128e-01,6.336314263013e-01,9.289628741109e-01,4.576409358000e-01,6.233378136500e-01,4.451992964734e-01,6.233378136500e-01,4.451992964734e-01
5.400000000000e-01,8.827429148387e-01,6.380451408754e-01,9.243296524470e-01,4.622625840623e-01,6.202289033344e-01,4.483004409901e-01,6.202289033344e-01,4.483004409901e-01
5.450000000000e-01,8.783402161834e-01,6.424368419564e-01,9.197195390726e-01,4.668611817576e-01,6.171354987738e-01,4.513861184839e-01,6.171354987738e-01,4.513861184839e-01
5.500000000000e-01,8.739594760793e-01,6.468066393368e-01,9.151324187346e-01,4.714368438513e-01,6.140575226327e-01,4.544564060971e-01,6.140575226327e-01,4.544564060971e-01
5.550000000000e-01,8.696005850076e-01,6.511546422618e-01,9.105681767547e-01,4.759896847351e-01,6.109948979617e-01,4.575113805869e-01,6.109948979617e-01,4.575113805869e-01
5.600000000000e-01,8.652634339958e-01,6.554809594318e-01,9.060266990267e-01,4.805198182302e-01,6.079475481949e-01,4.605511183279e-01,6.079475481949e-01,4.605511183279e-01
5.650000000000e-01,8.609479146150e-01,6.597856990049e-01,9.015078720133e-01,4.850273575903e-01,6.049153971485e-01,4.635756953136e-01,6.049153971485e-01,4.635756953136e-01
5.700000000000e-01,8.566539189768e-01,6.640689685997e-01,8.970115827437e-01,4.895124155040e-01,6.018983690186e-01,4.665851871587e-01,6.018983690186e-01,4.665851871587e-01
5.750000000000e-01,8.523813397312e-01,6.683308752984e-01,8.925377188103e-01,4.939751040981e-01,5.988963883792e-01,4.695796691006e-01,5.988963883792e-01,4.695796691006e-01
5.800000000000e-01,8.481300700636e-01,6.725715256487e-01,8.880861683665e-01,4.984155349399e-01,5.959093801808e-01,4.725592160015e-01,5.959093801808e-01,4.725592160015e-01
5.850000000000e-01,8.439000036918e-01,6.767910256672e-01,8.836568201230e-01,5.028338190405e-01,5.929372697478e-01,4.755239023503e-01,5.929372697478e-01,4.755239023503e-01
5.900000000000e-01,8.396910348641e-01,6.809894808415e-01,8.792495633461e-01,5.072300668572e-01,5.899799827775e-01,4.784738022641e-01,5.899799827775e-01,4.784738022641e-01
5.950000000000e-01,8.355030583560e-01,6.851669961333e-01,8.748642878541e-01,5.116043882965e-01,5.870374453375e-01,4.814089894908e-01,5.870374453375e-01,4.814089894908e-01
6.000000000000e-01,8.313359694679e-01,6.893236759806e-01,8.705008840149e-01,5.159568927166e-01,5.841095838642e-01,4.843295374101e-01,5.841095838642e-01,4.843295374101e-01
6.050000000000e-01,8.271896640223e-01,6.934596243007e-01,8.661592427431e-01,5.202876889303e-01,5.811963251609e-01,4.872355190360e-01,5.811963251609e-01,4.872355190360e-01
6.100000000000e-01,8.230640383614e-01,6.975749444925e-01,8.618392554974e-01,5.245968852078e-01,5.782975963961e-01,4.901270070179e-01,5.782975963961e-01,4.901270070179e-01
6.150000000000e-01,8.189589893443e-01,7.016697394393e-01,8.575408142781e-01,5.288845892792e-01,5.754133251012e-01,4.930040736434e-01,5.754133251012e-01,4.930040736434e-01
6.200000000000e-01,8.148744143446e-01,7.057441115110e-01,8.532638116237e-01,5.331509083373e-01,5.725434391695e-01,4.958667908393e-01,5.725434391695e-01,4.958667908393e-01
6.250000000000e-01,8.108102112477e-01,7.097981625672e-01,8.490081406091e-01,5.373959490403e-01,5.696878668535e-01,4.987152301736e-01,5.696878668535e-01,4.987152301736e-01
6.300000000000e-01,8.067662784483e-01,7.138319939595e-01,8.447736948423e-01,5.416198175146e-01,5.668465367639e-01,5.015494628574e-01,5.668465367639e-01,5.015494628574e-01
6.350000000000e-01,8.027425148479e-01,7.178457065337e-01,8.405603684618e-01,5.458226193569e-01,5.640193778673e-01,5.043695597467e-01,5.640193778673e-01,5.043695597467e-01
6.400000000000e-01,7.987388198522e-01,7.218394006330e-01,8.363680561343e-01,5.500044596375e-01,5.612063194844e-01,5.071755913441e-01,5.612063194844e-01,5.071755913441e-01
6.450000000000e-01,7.947550933686e-01,7.258131760998e-01,8.321966530517e-01,5.541654429028e-01,5.584072912888e-01,5.099676278006e-01,5.584072912888e-01,5.099676278006e-01
6.500000000000e-01,7.907912358037e-01,7.297671322788e-01,8.280460549288e-01,5.583056731774e-01,5.556222233045e-01,5.127457389171e-01,5.556222233045e-01,5.127457389171e-01
6.550000000000e-01,7.868471480609e-01,7.337013680191e-01,8.239161580005e-01,5.624252539674e-01,5.528510459048e-01,5.155099941466e-01,5.528510459048e-01,5.155099941466e-01
6.600000000000e-01,7.829227315377e-01,7.376159816768e-01,8.198068590189e-01,5.665242882625e-01,5.500936898100e-01,5.182604625957e-01,5.500936898100e-01,5.182604625957e-01
6.650000000000e-01,7.790178881237e-01,7.415110711174e-01,8.157180552516e-01,5.706028785388e-01,5.473500860861e-01,5.209972130261e-01,5.473500860861e-01,5.209972130261e-01
6.700000000000e-01,7.751325201974e-01,7.453867337184e-01,8.116496444781e-01,5.746611267612e-01,5.446201661428e-01,5.237203138568e-01,5.446201661428e-01,5.237203138568e-01
6.750000000000e-01,7.712665306245e-01,7.492430663715e-01,8.076015249880e-01,5.786991343861e-01,5.419038617321e-01,5.264298331655e-01,5.419038617321e-01,5.264298331655e-01
6.800000000000e-01,7.674198227550e-01,7.530801654853e-01,8.035735955782e-01,5.827170023640e-01,5.392011049462e-01,5.291258386902e-01,5.392011049462e-01,5.291258386902e-01
6.850000000000e-01,7.635923004210e-01,7.568981269874e-01,7.995657555500e-01,5.867148311418e-01,5.365118282159e-01,5.318083978313e-01,5.365118282159e-01,5.318083978313e-01
6.900000000000e-01,7.597838679344e-01,7.606970463271e-01,7.955779047074e-01,5.906927206653e-01,5.338359643093e-01,5.344775776528e-01,5.338359643093e-01,5.344775776528e-01
6.950000000000e-01,7.559944300840e-01,7.644770184775e-01,7.916099433538e-01,5.946507703821e-01,5.311734463296e-01,5.371334448845e-01,5.311734463296e-01,5.371334448845e-01
7.000000000000e-01,7.522238921337e-01,7.682381379382e-01,7.876617722900e-01,5.985890792435e-01,5.285242077138e-01,5.397760659231e-01,5.285242077138e-01,5.397760659231e-01
7.050000000000e-01,7.484721598200e-01,7.719804987373e-01,7.837332928116e-01,6.025077457076e-01,5.258881822306e-01,5.424055068342e-01,5.258881822306e-01,5.424055068342e-01
7.100000000000e-01,7.447391393492e-01,7.757041944340e-01,7.798244067063e-01,6.064068677411e-01,5.232653039794e-01,5.450218333541e-01,5.232653039794e-01,5.450218333541e-01
7.150000000000e-01,7.410247373956e-01,7.794093181210e-01,7.759350162518e-01,6.102865428224e-01,5.206555073881e-01,5.476251108910e-01,5.206555073881e-01,5.476251108910e-01
7.200000000000e-01,7.373288610991e-01,7.830959624265e-01,7.720650242131e-01,6.141468679434e-01,5.180587272115e-01,5.502154045271e-01,5.180587272115e-01,5.502154045271e-01
7.250000000000e-01,7.336514180626e-01,7.867642195168e-01,7.682143338403e-01,6.179879396126e-01,5.154748985302e-01,5.527927790198e-01,5.154748985302e-01,5.527927790198e-01
7.300000000000e-01,7.299923163497e-01,7.904141810986e-01,7.643828488658e-01,6.218098538570e-01,5.129039567481e-01,5.553572988035e-01,5.129039567481e-01,5.553572988035e-01
7.350000000000e-01,7.263514644827e-01,7.940459384210e-01,7.605704735023e-01,6.256127062245e-01,5.103458375917e-01,5.579090279915e-01,5.103458375917e-01,5.579090279915e-01
7.400000000000e-01,7.227287714401e-01,7.976595822782e-01,7.567771124403e-01,6.293965917867e-01,5.078004771077e-01,5.604480303770e-01,5.078004771077e-01,5.604480303770e-01
7.450000000000e-01,7.191241466545e-01,8.012552030114e-01,7.530026708455e-01,6.331616051409e-01,5.052678116622e-01,5.629743694353e-01,5.052678116622e-01,5.629743694353e-01
7.500000000000e-01,7.155375000101e-01,8.048328905115e-01,7.492470543567e-01,6.369078404127e-01,5.027477779383e-01,5.654881083250e-01,5.027477779383e-01,5.654881083250e-01
7.550000000000e-01,7.119687418403e-01,8.083927342207e-01,7.455101690832e-01,6.406353912581e-01,5.002403129350e-01,5.679893098897e-01,5.002403129350e-01,5.679893098897e-01
7.600000000000e-01,7.084177829263e-01,8.119348231353e-01,7.417919216029e-01,6.443443508661e-01,4.977453539655e-01,5.704780366595e-01,4.977453539655e-01,5.704780366595e-01
7.650000000000e-01,7.048845344936e-01,8.154592458078e-01,7.380922189592e-01,6.480348119609e-01,4.952628386559e-01,5.729543508528e-01,4.952628386559e-01,5.729543508528e-01
7.700000000000e-01,7.013689082111e-01,8.189660903489e-01,7.344109686594e-01,6.517068668042e-01,4.927927049430e-01,5.754183143775e-01,4.927927049430e-01,5.754183143775e-01
7.750000000000e-01,6.978708161878e-01,8.224554444298e-01,7.307480786721e-01,6.553606071976e-01,4.903348910734e-01,5.778699888329e-01,4.903348910734e-01,5.778699888329e-01
7.800000000000e-01,6.943901709712e-01,8.259273952846e-01,7.271034574248e-01,6.589961244847e-01,4.878893356016e-01,5.803094355109e-01,4.878893356016e-01,5.803094355109e-01
7.850000000000e-01,6.909268855451e-01,8.293820297124e-01,7.234770138018e-01,6.626135095537e-01,4.854559773886e-01,5.827367153978e-01,4.854559773886e-01,5.827367153978e-01
7.900000000000e-01,6.874808733271e-01,8.328194340790e-01,7.198686571419e-01,6.662128528394e-01,4.830347556004e-01,5.851518891758e-01,4.830347556004e-01,5.851518891758e-01
7.950000000000e-01,6.840520481668e-01,8.362396943198e-01,7.162782972358e-01,6.697942443256e-01,4.806256097062e-01,5.875550172243e-01,4.806256097062e-01,5.875550172243e-01
8.000000000000e-01,6.806403243432e-01,8.396428959416e-01,7.127058443245e-01,6.733577735472e-01,4.782284794772e-01,5.899461596217e-01,4.782284794772e-01,5.899461596217e-01
8.050000000000e-01,6.772456165633e-01,8.430291240244e-01,7.091512090965e-01,6.769035295927e-01,4.758433049852e-01,5.923253761467e-01,4.758433049852e-01,5.923253761467e-01
8.100000000000e-01,6.738678399590e-01,8.463984632242e-01,7.056143026856e-01,6.804316011061e-01,4.734700266005e-01,5.946927262797e-01,4.734700266005e-01,5.946927262797e-01
8.150000000000e-01,6.705069100858e-01,8.497509977746e-01,7.020950366690e-01,6.839420762895e-01,4.711085849912e-01,5.970482692046e-01,4.711085849912e-01,5.970482692046e-01
8.200000000000e-01,6.671627429203e-01,8.530868114892e-01,6.985933230649e-01,6.874350429048e-01,4.687589211211e-01,5.993920638102e-01,4.687589211211e-01,5.993920638102e-01
8.250000000000e-01,6.638352548581e-01,8.564059877635e-01,6.951090743303e-01,6.909105882765e-01,4.664209762484e-01,6.017241686915e-01,4.664209762484e-01,6.017241686915e-01
8.300000000000e-01,6.605243627119e-01,8.597086095770e-01,6.916422033587e-01,6.943687992932e-01,4.640946919244e-01,6.040446421511e-01,4.640946919244e-01,6.040446421511e-01
8.350000000000e-01,6.572299837091e-01,8.629947594956e-01,6.881926234782e-01,6.978097624106e-01,4.617800099918e-01,6.063535422010e-01,4.617800099918e-01,6.063535422010e-01
8.400000000000e-01,6.539520354902e-01,8.662645196730e-01,6.847602484492e-01,7.012335636529e-01,4.594768725836e-01,6.086509265640e-01,4.594768725836e-01,6.086509265640e-01
8.450000000000e-01,6.506904361062e-01,8.695179718536e-01,6.813449924620e-01,7.046402886152e-01,4.571852221211e-01,6.109368526746e-01,4.571852221211e-01,6.109368526746e-01
8.500000000000e-01,6.474451040170e-01,8.727551973737e-01,6.779467701351e-01,7.080300224659e-01,4.549050013130e-01,6.132113776811e-01,4.549050013130e-01,6.132113776811e-01
8.550000000000e-01,6.442159580891e-01,8.759762771641e-01,6.745654965128e-01,7.114028499484e-01,4.526361531536e-01,6.154745584469e-01,4.526361531536e-01,6.154745584469e-01
8.600000000000e-01,6.410029175937e-01,8.791812917521e-01,6.712010870631e-01,7.147588553837e-01,4.503786209216e-01,6.177264515515e-01,4.503786209216e-01,6.177264515515e-01
8.650000000000e-01,6.378059022047e-01,8.823703212631e-01,6.678534576755e-01,7.180981226721e-01,4.481323481786e-01,6.199671132924e-01,4.481323481786e-01,6.199671132924e-01
8.700000000000e-01,6.346248319964e-01,8.855434454231e-01,6.645225246591e-01,7.214207352954e-01,4.458972787676e-01,6.221965996862e-01,4.458972787676e-01,6.221965996862e-01
8.750000000000e-01,6.314596274420e-01,8.887007435603e-01,6.612082047404e-01,7.247267763191e-01,4.436733568118e-01,6.244149664703e-01,4.436733568118e-01,6.244149664703e-01
8.800000000000e-01,6.283102094112e-01,8.918422946073e-01,6.579104150613e-01,7.280163283944e-01,4.414605267131e-01,6.266222691039e-01,4.414605267131e-01,6.266222691039e-01
8.850000000000e-01,6.251764991683e-01,8.949681771032e-01,6.546290731768e-01,7.312894737603e-01,4.392587331505e-01,6.288185627696e-01,4.392587331505e-01,6.288185627696e-01
8.900000000000e-01,6.220584183704e-01,8.980784691950e-01,6.513640970533e-01,7.345462942456e-01,4.370679210791e-01,6.310039023750e-01,4.370679210791e-01,6.310039023750e-01
8.950000000000e-01,6.189558890654e-01,9.011732486404e-01,6.481154050661e-01,7.377868712709e-01,4.348880357285e-01,6.331783425536e-01,4.348880357285e-01,6.331783425536e-01
9.000000000000e-01,6.158688336899e-01,9.042525928088e-01,6.448829159978e-01,7.410112858509e-01,4.327190226014e-01,6.353419376667e-01,4.327190226014e-01,6.353419376667e-01
9.050000000000e-01,6.127971750673e-01,9.073165786842e-01,6.416665490359e-01,7.442196185961e-01,4.305608274725e-01,6.374947418040e-01,4.305608274725e-01,6.374947418040e-01
9.100000000000e-01,6.097408364060e-01,9.103652828662e-01,6.384662237713e-01,7.474119497149e-01,4.284133963867e-01,6.396368087860e-01,4.284133963867e-01,6.396368087860e-01
9.150000000000e-01,6.066997412973e-01,9.133987815727e-01,6.352818601954e-01,7.505883590159e-01,4.262766756580e-01,6.417681921642e-01,4.262766756580e-01,6.417681921642e-01
9.200000000000e-01,6.036738137138e-01,9.164171506412e-01,6.321133786992e-01,7.537489259094e-01,4.241506118685e-01,6.438889452236e-01,4.241506118685e-01,6.438889452236e-01
9.250000000000e-01,6.006629780071e-01,9.194204655313e-01,6.289607000704e-01,7.568937294098e-01,4.220351518664e-01,6.459991209829e-01,4.220351518664e-01,6.459991209829e-01
9.300000000000e-01,5.976671589061e-01,9.224088013258e-01,6.258237454918e-01,7.600228481372e-01,4.199302427650e-01,6.480987721967e-01,4.199302427650e-01,6.480987721967e-01
9.350000000000e-01,5.946862815152e-01,9.253822327334e-01,6.227024365394e-01,7.631363603199e-01,4.178358319416e-01,6.501879513564e-01,4.178358319416e-01,6.501879513564e-01
9.400000000000e-01,5.917202713123e-01,9.283408340899e-01,6.195966951804e-01,7.662343437958e-01,4.157518670358e-01,6.522667106916e-01,4.157518670358e-01,6.522667106916e-01
9.450000000000e-01,5.887690541470e-01,9.312846793607e-01,6.165064437710e-01,7.693168760147e-01,4.136782959483e-01,6.543351021714e-01,4.136782959483e-01,6.543351021714e-01
